State District,Crop,Rendimento_Medio,Rendimento_Std_Dev,Contagem_Registros,Coef_Variacao_Rendimento (%)
WEST BENGAL - HOOGHLY,WHEAT,2.2509090909090905,0.379610189673428,22,16.86474994510383
HARYANA - FARIDABAD,MAIZE,2.5759999999999996,0.4344306619012982,5,16.864544328466547
CHHATTISGARH - BALODA BAZAR,MAIZE,1.58625,0.2672044428629776,8,16.84503973919481
CHHATTISGARH - KANKER,WHEAT,1.7231578947368422,0.29023080148160524,19,16.84296037920128
CHHATTISGARH - SURGUJA,WHEAT,1.361578947368421,0.22915940977345714,19,16.830416643585952
CHHATTISGARH - KONDAGAON,MAIZE,2.4475,0.41101790020109125,8,16.793376923435805
UTTAR PRADESH - SULTANPUR,WHEAT,2.868181818181818,0.48128435673168507,22,16.78012020300645
UTTAR PRADESH - SITAPUR,WHEAT,2.6863636363636365,0.45021207124077534,22,16.75916339644172
UTTAR PRADESH - FATEHPUR,RICE,2.098181818181818,0.3512513191113866,22,16.74074744465014
ARUNACHAL PRADESH - LOHIT,WHEAT,1.7145454545454546,0.2869665199109184,22,16.737177725451232
UTTAR PRADESH - AMETHI,BARLEY,2.557777777777778,0.42780771900988923,9,16.72575791089923
KARNATAKA - MANDYA,RICE,3.1501639344262293,0.5265500666390573,61,16.71500523781354
UTTAR PRADESH - MATHURA,RICE,2.1356521739130434,0.3567762997499149,23,16.705730647899113
UTTAR PRADESH - AZAMGARH,WHEAT,2.6504545454545454,0.4413235210324171,22,16.650861709334894
KERALA - PALAKKAD,RICE,2.509206349206349,0.41765204528025407,63,16.64478672359312
UTTAR PRADESH - SULTANPUR,RICE,2.2403703703703703,0.3725327190739449,27,16.628175591001014
WEST BENGAL - PARAGANAS NORTH,RICE,2.7336363636363634,0.4538099784089111,66,16.600963626531502
CHHATTISGARH - BALRAMPUR,WHEAT,1.695,0.2813741789351479,8,16.60024654484648
TELANGANA - ADILABAD,RICE,2.9525,0.48934325190178946,12,16.573861199044522
ARUNACHAL PRADESH - EAST SIANG,RICE,1.6509090909090909,0.2736161560759906,22,16.57366584160736
WEST BENGAL - PARAGANAS NORTH,WHEAT,2.381818181818182,0.3947348279739,22,16.572836288980536
UTTAR PRADESH - MAINPURI,BARLEY,3.049545454545455,0.504913734005997,22,16.55701616952144
KARNATAKA - CHIKKABALLAPURA,RICE,2.809259259259259,0.46492287140264077,27,16.549660550918
MADHYA PRADESH - RATLAM,WHEAT,2.9222727272727274,0.4835083277776125,22,16.54562639774067
MAHARASHTRA - PALGHAR,RICE,2.42,0.3995309750194595,9,16.509544422291718
UTTAR PRADESH - KHERI,WHEAT,3.1318181818181823,0.5169474170886552,22,16.50630359354196
BIHAR - GOPALGANJ,BARLEY,1.3671428571428572,0.22540317967276638,14,16.487170926952608
UTTAR PRADESH - BAHRAICH,WHEAT,2.7490476190476194,0.4521714803247187,21,16.448295663985952
UTTAR PRADESH - KANPUR NAGAR,RICE,2.2133333333333334,0.36374461498080785,24,16.434244652747342
MADHYA PRADESH - NEEMUCH,BARLEY,2.744705882352941,0.4507648728419678,17,16.42306652017457
BIHAR - ARWAL,WHEAT,2.192,0.3598849022356214,15,16.418106853814844
PUDUCHERRY - PONDICHERRY,RICE,3.0166037735849054,0.49469860053380144,53,16.399190535583863
RAJASTHAN - JALORE,WHEAT,1.7604545454545453,0.28812162234735045,22,16.36631988546788
ASSAM - GOALPARA,WHEAT,1.4545454545454546,0.23800214630339284,22,16.362647558358255
HARYANA - BHIWANI,BARLEY,3.016818181818182,0.4935043432397905,22,16.358438377693822
GUJARAT - DEVBHUMI DWARKA,WHEAT,3.338,0.5459578738327713,5,16.355838041724724
HIMACHAL PRADESH - HAMIRPUR,MAIZE,2.0952380952380953,0.3423392914583287,21,16.33892072869296
ANDHRA PRADESH - KHAMMAM,RICE,2.800625,0.4575244573050257,32,16.33651264646376
UTTAR PRADESH - FARRUKHABAD,RICE,2.2584615384615385,0.3689194200113876,26,16.33498794328351
KARNATAKA - BALLARI,RICE,3.4707272727272724,0.565328008837133,55,16.288459576741747
UTTAR PRADESH - AMETHI,RICE,2.2455555555555557,0.3650380497671136,9,16.25602398764979
UTTAR PRADESH - TEHRI GARHWAL,BARLEY,1.14,0.1852025917745214,3,16.245841383729946
UTTAR PRADESH - UNNAO,WHEAT,2.692272727272727,0.4369802416605716,22,16.230905481230078
GUJARAT - ANAND,RICE,2.665625,0.4313365387692297,32,16.181441079267707
TELANGANA - SIDDIPET,RICE,3.2733333333333334,0.5292132525425517,6,16.16741097380504
MAHARASHTRA - SANGLI,WHEAT,1.785909090909091,0.2884219642073561,22,16.1498681918092
UTTAR PRADESH - SITAPUR,RICE,2.028857142857143,0.3271874029339387,35,16.126685118557745
PUNJAB - RUPNAGAR,BARLEY,3.4,0.5477225575051662,5,16.109486985446065
UTTAR PRADESH - KANNAUJ,RICE,2.460434782608696,0.39529595657005184,23,16.06610178673121
NAGALAND - ZUNHEBOTO,WHEAT,1.683684210526316,0.26973671373552793,19,16.020623822991656
NAGALAND - MON,MAIZE,1.8336363636363635,0.29358578582139083,33,16.01112366899008
PUNJAB - MOGA,BARLEY,3.142857142857143,0.5016960245994592,14,15.96305532816461
CHANDIGARH - CHANDIGARH,MAIZE,2.2333333333333334,0.35622200612407245,18,15.95023908018235
ANDHRA PRADESH - KURNOOL,RICE,3.1747727272727273,0.505603432412012,44,15.925657546086711
UTTAR PRADESH - KASGANJ,WHEAT,3.4259999999999997,0.5452461217957749,10,15.914948096782691
KARNATAKA - MYSURU,RICE,2.931896551724138,0.46643649798720455,58,15.90903668524426
KARNATAKA - DAKSHINA KANNADA,RICE,2.4284615384615384,0.3862691369419075,65,15.905919481294891
GUJARAT - AMRELI,WHEAT,3.152272727272727,0.5011789131939841,22,15.898970569960566
RAJASTHAN - UDAIPUR,BARLEY,2.0863636363636364,0.3316990238518083,22,15.89842815847447
CHHATTISGARH - SURAJPUR,BARLEY,0.91625,0.14559606548844067,8,15.890430066951232
UTTAR PRADESH - KAUSHAMBI,RICE,1.9822727272727272,0.31465675657591485,22,15.873535071474723
UTTAR PRADESH - BARABANKI,BARLEY,2.315,0.3673424508418215,22,15.867924442411297
BIHAR - SAHARSA,BARLEY,1.183076923076923,0.18750042734994032,13,15.848540673271941
TELANGANA - MEDCHAL MALKAJGIRI,RICE,3.545,0.5615959401562659,6,15.84191650652372
UTTAR PRADESH - KUSHI NAGAR,WHEAT,2.6931818181818183,0.42644026393071605,22,15.834068871689034
GUJARAT - PATAN,MAIZE,1.97,0.31144823004794875,4,15.809554824768973
UTTAR PRADESH - AMBEDKAR NAGAR,BARLEY,2.317727272727273,0.36620228365496654,22,15.80005930654886
UTTAR PRADESH - SULTANPUR,BARLEY,2.317727272727273,0.36620228365496654,22,15.80005930654886
UTTAR PRADESH - FAIZABAD,BARLEY,2.317272727272727,0.365437530563828,22,15.770156281687361
UTTAR PRADESH - AZAMGARH,RICE,1.9626923076923077,0.30951003463290416,26,15.769666667559296
KARNATAKA - TUMAKURU,WHEAT,1.1433333333333333,0.1802960528316321,6,15.769334066906598
TELANGANA - KOMARAM BHEEM ASIFABAD,RICE,2.3733333333333335,0.37420137181291396,6,15.766911733690195
CHHATTISGARH - BALODA BAZAR,RICE,1.4725,0.2319944580618869,8,15.755141464304714
RAJASTHAN - PRATAPGARH,WHEAT,3.33,0.5244806955456034,11,15.750171037405508
PUNJAB - S NAGAR,MAIZE,3.8046153846153845,0.598910335312048,13,15.7416788496899
TAMIL NADU - VILLUPURAM,RICE,3.742,0.5881822279985455,25,15.718391982857977
GUJARAT - SURAT,WHEAT,2.3631818181818183,0.37082130677516567,22,15.691611365750422
TELANGANA - NIZAMABAD,MAIZE,5.2775,0.8275607640420238,12,15.680923998901447
UTTAR PRADESH - BAREILLY,WHEAT,2.8868181818181817,0.4523629638711055,22,15.669949937276526
UTTAR PRADESH - BARABANKI,WHEAT,3.071818181818182,0.4808686224267832,22,15.65420197305302
UTTAR PRADESH - KHERI,RICE,2.4483333333333333,0.3815367940359778,42,15.583531410591334
UTTAR PRADESH - MAINPURI,WHEAT,3.325,0.5175100643143731,22,15.564212460582649
TAMIL NADU - THENI,RICE,4.656000000000001,0.7239647781487719,25,15.549071695635133
ARUNACHAL PRADESH - TAWANG,RICE,1.3168181818181817,0.20464571857204863,22,15.540924434190787
UTTARAKHAND - UTTAR KASHI,WHEAT,1.5378947368421052,0.2386671077130101,19,15.51907955697191
CHHATTISGARH - MUNGELI,RICE,2.0075,0.31111550450412645,8,15.497659003941544
ANDHRA PRADESH - PRAKASAM,RICE,3.3563636363636364,0.5198214850516986,44,15.487639045418971
WEST BENGAL - MEDINIPUR WEST,WHEAT,2.0713636363636363,0.32048022678096044,22,15.471944237834387
UTTAR PRADESH - AURAIYA,WHEAT,3.286363636363636,0.5064023005904396,22,15.409198634840484
UTTAR PRADESH - CHAMOLI,BARLEY,1.19,0.18330302779823363,3,15.403615781364172
RAJASTHAN - JODHPUR,WHEAT,2.1750000000000003,0.3342475558196778,22,15.367703715847252
TELANGANA - KOMARAM BHEEM ASIFABAD,WHEAT,1.6133333333333333,0.24785748593361737,3,15.36306730993496
TAMIL NADU - THIRUVALLUR,RICE,3.6664,0.5625898446766822,25,15.344475362117668
RAJASTHAN - BHARATPUR,BARLEY,2.9618181818181815,0.45332251069332385,22,15.305548243175455
UTTAR PRADESH - PILIBHIT,WHEAT,3.4400000000000004,0.5253388928881552,22,15.271479444423115
UTTAR PRADESH - LUCKNOW,WHEAT,2.5954545454545457,0.3961809023152269,22,15.264413048922925
ASSAM - DHUBRI,WHEAT,1.2468181818181818,0.19012242581173017,22,15.248608705279123
ANDHRA PRADESH - SPSR NELLORE,RICE,3.519545454545455,0.536261627164909,44,15.236672862750867
TAMIL NADU - TUTICORIN,RICE,4.131600000000001,0.6293957419620823,25,15.233704665555287
UTTAR PRADESH - SAHARANPUR,WHEAT,3.097272727272727,0.4695609075375056,22,15.160463700946764
NAGALAND - LONGLENG,MAIZE,1.8627272727272726,0.28235052360818846,11,15.157910003367855
UTTAR PRADESH - HAPUR,BARLEY,3.487142857142857,0.527690385412832,7,15.132456771363472
RAJASTHAN - DAUSA,WHEAT,3.3881818181818186,0.5111298070487372,22,15.085666427518401
WEST BENGAL - BANKURA,WHEAT,2.1677272727272725,0.32700563295252877,22,15.08518331926113
NAGALAND - PEREN,MAIZE,1.8681818181818182,0.28170261560085597,11,15.078972124620027
TAMIL NADU - MADURAI,RICE,3.8524000000000003,0.5804113483843449,25,15.066227504525617
GUJARAT - JUNAGADH,WHEAT,3.6318181818181823,0.5463440078300253,22,15.043264295695312
HIMACHAL PRADESH - HAMIRPUR,RICE,1.3747619047619049,0.20636421801317806,21,15.01090605568666
UTTAR PRADESH - ETAH,WHEAT,3.102272727272727,0.4656785302185332,22,15.010883025359314
GUJARAT - KHEDA,WHEAT,2.512272727272727,0.37638546374165055,22,14.981871182045072
ARUNACHAL PRADESH - WEST SIANG,WHEAT,1.2406666666666666,0.1855673411331802,15,14.957066722180029
UTTARAKHAND - HARIDWAR,WHEAT,2.6984210526315793,0.4033645051025293,19,14.948167733466072
UTTARAKHAND - PITHORAGARH,WHEAT,1.4357894736842105,0.21461375614691017,19,14.947439027827322
TRIPURA - KHOWAI,MAIZE,1.4945454545454546,0.22317543038442364,11,14.932662616962652
HARYANA - FATEHABAD,RICE,3.7381818181818187,0.5572691609526924,22,14.907492146108014
NAGALAND - PHEK,MAIZE,1.8021875,0.2686013279697194,32,14.904183275586997
HARYANA - PANCHKULA,RICE,3.0731818181818182,0.4578561467123174,22,14.898439916685374
NAGALAND - LONGLENG,RICE,1.9645454545454546,0.2925188416619906,11,14.889899390476153
ANDHRA PRADESH - MAHBUBNAGAR,RICE,2.3890625,0.35569431761084574,32,14.888447565136772
HARYANA - KAITHAL,RICE,2.894090909090909,0.4307541458873426,22,14.883918972077176
HIMACHAL PRADESH - MANDI,RICE,1.3895238095238096,0.20665130511265084,21,14.872095295975557
CHHATTISGARH - SURAJPUR,RICE,1.5225,0.22632151592685257,8,14.865124198808049
PUNJAB - FARIDKOT,BARLEY,3.2857142857142856,0.48795003647426655,7,14.850653283999419
MEGHALAYA - SOUTH WEST KHASI HILLS,RICE,2.256875,0.33388059242789186,16,14.79393375476674
ARUNACHAL PRADESH - LOWER DIBANG VALLEY,WHEAT,1.6594117647058824,0.24513951609836623,17,14.772675553605904
ARUNACHAL PRADESH - LOWER DIBANG VALLEY,RICE,1.301764705882353,0.191710566157608,17,14.726975258379287
MANIPUR - BISHNUPUR,RICE,3.005217391304348,0.4425018702088613,23,14.724454593176805
HARYANA - SONIPAT,RICE,2.2813636363636363,0.33588965669079696,22,14.723196746757388
UTTAR PRADESH - AMBEDKAR NAGAR,WHEAT,3.1136363636363638,0.4578786016542089,22,14.705590126120576
UTTAR PRADESH - SHAHJAHANPUR,WHEAT,3.438636363636364,0.5052420019351919,22,14.693091926733933
JAMMU AND KASHMIR - UDHAMPUR,BARLEY,0.89,0.13076696830622023,19,14.692917787215757
ARUNACHAL PRADESH - ANJAW,WHEAT,1.707,0.2506458324675144,10,14.68341139235585
UTTAR PRADESH - BAHRAICH,RICE,1.9517857142857142,0.28587816067570243,28,14.64700548750168
HARYANA - MEWAT,RICE,2.7857142857142856,0.40670749810027956,14,14.599756342061317
PUNJAB - PATHANKOT,MAIZE,2.498571428571428,0.36425396687057815,7,14.578489240103188
UTTAR PRADESH - MORADABAD,WHEAT,3.0577272727272726,0.44503538455553565,22,14.554449918569624
UTTAR PRADESH - MAINPURI,RICE,2.4647058823529413,0.3586019595859664,34,14.549482847163315
UTTAR PRADESH - DEORIA,WHEAT,2.68,0.3890158522905374,22,14.51551687651259
HARYANA - GURGAON,WHEAT,4.046818181818182,0.5854130520909503,22,14.466008251152315
KARNATAKA - DAVANGERE,RICE,3.4375,0.4971459240177292,44,14.462426880515759
TELANGANA - NIRMAL,RICE,3.158333333333333,0.4565705494955481,6,14.45605961463477
ARUNACHAL PRADESH - EAST SIANG,MAIZE,2.025,0.2926195319458196,22,14.450347256583685
UTTAR PRADESH - GHAZIPUR,RICE,2.104090909090909,0.30288547404854255,22,14.3950754570489
UTTAR PRADESH - PITHORAGARH,BARLEY,1.1166666666666667,0.16072751268321586,3,14.393508598496943
PUNJAB - MOGA,WHEAT,4.86090909090909,0.6994481436301807,22,14.389245520725618
TELANGANA - RANGAREDDI,RICE,2.5974999999999997,0.37358520994668554,12,14.382491239525914
UTTAR PRADESH - PITHORAGARH,WHEAT,1.3333333333333333,0.19139836293274118,3,14.35487721995559
UTTAR PRADESH - HARDOI,WHEAT,3.0063636363636363,0.43130527752885467,22,14.346410803802243
UTTAR PRADESH - AGRA,RICE,2.1976923076923076,0.3150658050923038,26,14.336210942246936
TAMIL NADU - ERODE,RICE,4.3124,0.616463570159124,25,14.295138905461553
UTTAR PRADESH - GONDA,RICE,2.0023333333333335,0.2860393430056894,30,14.28530096582434
UTTAR PRADESH - GHAZIABAD,BARLEY,3.2476190476190476,0.46388473527272667,21,14.283840822180732
UTTAR PRADESH - SHRAVASTI,WHEAT,2.605909090909091,0.37190192115803716,22,14.27148485169513
GUJARAT - RAJKOT,WHEAT,3.5395454545454546,0.504054770953725,22,14.240663876951265
UTTAR PRADESH - BUDAUN,RICE,1.90825,0.2716699307653522,40,14.23660059034991
PUNJAB - BARNALA,BARLEY,3.3354545454545454,0.47354754009209327,11,14.197391499081563
KARNATAKA - RAICHUR,RICE,2.923695652173913,0.4149128888260879,46,14.191384404788494
UTTAR PRADESH - BIJNOR,BARLEY,2.450909090909091,0.34739724881588874,22,14.174220092636409
UTTAR PRADESH - SHAHJAHANPUR,RICE,2.5543902439024393,0.3617599257828861,41,14.16228106282663
BIHAR - GARHWA,RICE,0.825,0.11676186592091331,4,14.15295344495919
RAJASTHAN - BANSWARA,WHEAT,2.0,0.2828595478493236,22,14.14297739246618
UTTAR PRADESH - FIROZABAD,WHEAT,3.1872727272727275,0.45008128174048767,22,14.12120393367189
ODISHA - JHARSUGUDA,WHEAT,1.4325,0.20223748416156687,16,14.117799941470635
UTTARAKHAND - BAGESHWAR,RICE,1.378421052631579,0.19451544234312484,19,14.11146775303311
UTTARAKHAND - NAINITAL,RICE,2.948157894736842,0.4157692659439322,38,14.102679733883267
UTTAR PRADESH - RAMPUR,WHEAT,3.3740909090909095,0.47497026564486455,22,14.076984836571494
TELANGANA - NAGARKURNOOL,RICE,2.585,0.36357942736078996,6,14.064968176432883
MANIPUR - IMPHAL EAST,RICE,2.827391304347826,0.3976546856405161,23,14.064366861036245
UTTAR PRADESH - BUDAUN,WHEAT,3.0813636363636365,0.4327574428349031,22,14.04434834395614
UTTAR PRADESH - BASTI,BARLEY,2.458095238095238,0.3446827388718364,21,14.022350864603963
GUJARAT - VALSAD,WHEAT,2.7266666666666666,0.38228012665857375,15,14.020053544935468
UTTAR PRADESH - UNNAO,RICE,1.755925925925926,0.24611222048330936,27,14.016093552097347
UTTAR PRADESH - MEERUT,BARLEY,3.257727272727273,0.4563304130643124,22,14.007630929837969
NAGALAND - KIPHIRE,RICE,1.9772727272727273,0.27687870662407055,11,14.003061024665636
CHHATTISGARH - SURAJPUR,WHEAT,1.5474999999999999,0.21664651920978165,8,13.999775070098977
UTTAR PRADESH - BAGHPAT,BARLEY,3.2572727272727273,0.45590497984706274,22,13.99652463945769
TELANGANA - JAGITIAL,RICE,3.6300000000000003,0.5078582479393241,6,13.990585342681102
UTTAR PRADESH - SANT KABEER NAGAR,BARLEY,2.4472727272727273,0.342305653142276,22,13.987229511757192
TAMIL NADU - SALEM,RICE,4.1232,0.5758885887623288,25,13.96703018922994
UTTAR PRADESH - GAUTAM BUDDHA NAGAR,BARLEY,3.2581818181818183,0.4546441451303413,22,13.953921865049537
TELANGANA - JANGOAN,RICE,3.1649999999999996,0.44121423367792667,6,13.94041812568489
KERALA - ERNAKULAM,RICE,1.9934920634920636,0.2767271786211264,63,13.8815289856923
UTTAR PRADESH - SANT KABEER NAGAR,WHEAT,2.6977272727272728,0.3741266887309421,22,13.868217610919507
UTTAR PRADESH - GAUTAM BUDDHA NAGAR,WHEAT,3.4481818181818182,0.4772803545051241,22,13.841507776315225
UTTAR PRADESH - HAPUR,WHEAT,4.1571428571428575,0.5749989648023807,7,13.831590218613968
UTTAR PRADESH - NAINITAL,WHEAT,2.32,0.3207802986469088,3,13.826737010642622
WEST BENGAL - MURSHIDABAD,WHEAT,2.5142857142857142,0.34745606094255155,21,13.819275151124211
HIMACHAL PRADESH - LAHUL AND SPITI,MAIZE,2.278095238095238,0.3147001596380124,21,13.814179248324123
JAMMU AND KASHMIR - KATHUA,BARLEY,0.85,0.11737877907772674,19,13.809268126791382
UTTAR PRADESH - PRATAPGARH,RICE,2.0545454545454547,0.28310737106225903,22,13.77956230834004
HARYANA - KURUKSHETRA,RICE,3.589090909090909,0.4936637480146745,22,13.754562381361247
UTTARAKHAND - CHAMPAWAT,RICE,1.2974999999999999,0.17843987635527048,20,13.75259162661044
HIMACHAL PRADESH - CHAMBA,RICE,1.3461904761904762,0.18497232740267375,21,13.740427575012907
UTTARAKHAND - RUDRA PRAYAG,WHEAT,1.3278947368421052,0.18231776129020272,19,13.729835372627235
UTTAR PRADESH - SHAMLI,WHEAT,4.001428571428571,0.5487084402311964,7,13.71281357236121
UTTAR PRADESH - AGRA,BARLEY,3.0072727272727273,0.4121624947492458,22,13.705524311492454
UTTARAKHAND - PAURI GARHWAL,RICE,1.1410526315789473,0.15609451327969012,19,13.679869706245906
UTTAR PRADESH - AGRA,WHEAT,3.4345454545454546,0.46760511701065194,22,13.614759891787113
UTTAR PRADESH - ALMORA,BARLEY,0.9900000000000001,0.13453624047073715,3,13.589519239468398
SIKKIM - EAST DISTRICT,BARLEY,1.0786363636363636,0.14642714601776913,22,13.575209491744294
HARYANA - YAMUNANAGAR,RICE,3.4,0.4604552612567779,22,13.542801801669938
CHHATTISGARH - GARIYABAND,WHEAT,1.7687499999999998,0.23913161349229534,8,13.519808536666874
KARNATAKA - BAGALKOTE,WHEAT,1.412857142857143,0.19100112191143953,21,13.518785170678226
UTTAR PRADESH - UDAM SINGH NAGAR,WHEAT,2.9966666666666666,0.4045161719058133,3,13.498871142574414
UTTAR PRADESH - AURAIYA,RICE,2.724090909090909,0.3675097548547791,22,13.491097291515336
WEST BENGAL - PURBA BARDHAMAN,WHEAT,2.433181818181818,0.32779764901734537,22,13.471975113733603
UTTAR PRADESH - SIDDHARTH NAGAR,BARLEY,2.440909090909091,0.3286322172263915,22,13.463517279293507
TAMIL NADU - THE NILGIRIS,RICE,3.756666666666667,0.5045823355343836,21,13.43165045788066
GUJARAT - NAVSARI,RICE,2.78875,0.37407735960325367,32,13.41380043400282
UTTARAKHAND - ALMORA,RICE,1.0910526315789475,0.14613139965425734,19,13.393615983747656
TELANGANA - KHAMMAM,RICE,3.28,0.4392762642843753,12,13.392569033060223
TRIPURA - KHOWAI,WHEAT,2.065,0.2763874092646046,6,13.384378172620076
UTTAR PRADESH - BULANDSHAHR,RICE,2.4896875,0.3331713147916548,32,13.382053562611965
UTTAR PRADESH - FARRUKHABAD,WHEAT,3.397272727272727,0.45439841777664913,22,13.375388267442176
TAMIL NADU - TIRUNELVELI,RICE,4.2788,0.5714114104565993,25,13.354478135379061
UTTARAKHAND - RUDRA PRAYAG,BARLEY,1.2794736842105263,0.17050492610057166,19,13.32617686512078
GUJARAT - VADODARA,WHEAT,2.4477272727272728,0.3261161320783314,22,13.323221737647708
CHANDIGARH - CHANDIGARH,RICE,4.907142857142857,0.649670246025958,21,13.239277211591578
TAMIL NADU - KANNIYAKUMARI,RICE,4.2348,0.5606181112545927,25,13.238360991182411
UTTAR PRADESH - ETAH,BARLEY,2.916818181818182,0.38594826156631484,22,13.231824457626502
UTTAR PRADESH - HATHRAS,WHEAT,3.3104545454545455,0.43729119940103195,22,13.209400503669782
SIKKIM - SOUTH DISTRICT,RICE,1.6795454545454547,0.22175656478664627,22,13.203367862804377
TELANGANA - JAYASHANKAR,RICE,3.3266666666666667,0.43921141454505325,6,13.202747932216031
NAGALAND - PEREN,RICE,2.4331578947368424,0.32024387636749146,19,13.161656177768414
BIHAR - ARARIA,BARLEY,1.1892857142857143,0.1565230032597463,14,13.161093367185876
HARYANA - GURGAON,RICE,2.8077272727272726,0.3694130713930103,22,13.15701403698596
ANDHRA PRADESH - ANANTAPUR,RICE,2.629090909090909,0.34586472810622293,44,13.155297403763665
WEST BENGAL - PASCHIM BARDHAMAN,MAIZE,2.462857142857143,0.32371357121763716,7,13.143822497235846
PUNJAB - LUDHIANA,BARLEY,3.515,0.46194980143693,22,13.14224186164808
RAJASTHAN - DAUSA,RICE,1.16,0.15215124054702936,5,13.116486254054255
UTTARAKHAND - UDAM SINGH NAGAR,RICE,3.1631578947368424,0.41485982825305084,38,13.115368946435883
ASSAM - SIVASAGAR,WHEAT,1.16,0.152127765851133,22,13.114462573373533
BIHAR - KAIMUR (BHABUA),WHEAT,2.3354545454545454,0.3059369258481273,22,13.099673742037371
RAJASTHAN - DHOLPUR,WHEAT,3.6554545454545457,0.47882522184362114,22,13.098924248395505
ANDHRA PRADESH - WARANGAL,RICE,2.7946875,0.3660423417690118,32,13.097791497940708
UTTAR PRADESH - CHANDAULI,RICE,2.6854545454545455,0.3512525515613446,22,13.079817424423801
HARYANA - YAMUNANAGAR,WHEAT,4.0227272727272725,0.5255489811632513,22,13.064494446996077
UTTAR PRADESH - MATHURA,BARLEY,2.998181818181818,0.39165869937553643,22,13.063207074381141
UTTARAKHAND - NAINITAL,WHEAT,2.6526315789473682,0.346343472826601,19,13.05659917401869
HARYANA - AMBALA,WHEAT,3.958636363636364,0.5165848978725148,22,13.049566831088901
TELANGANA - MAHABUBABAD,RICE,3.151666666666667,0.4110677154273572,6,13.042867755495205
HARYANA - PALWAL,BARLEY,3.1981818181818182,0.4169848482095765,11,13.038184565961744
UTTAR PRADESH - SAHARANPUR,BARLEY,2.432727272727273,0.3171327169706085,22,13.0360982312283
UTTAR PRADESH - JAUNPUR,RICE,2.1055555555555556,0.2744551712495887,27,13.03481024404379
UTTAR PRADESH - AMROHA,BARLEY,2.432272727272727,0.3163321313366969,22,13.005619303695257
UTTAR PRADESH - MUZAFFARNAGAR,BARLEY,2.432727272727273,0.3161100142759497,22,12.994058882793148
TELANGANA - WANAPARTHY,RICE,2.723333333333333,0.35223098481914766,6,12.933818292012766
TELANGANA - NIZAMABAD,RICE,3.7391666666666663,0.48348090746045813,12,12.930178046635831
WEST BENGAL - HOOGHLY,RICE,2.7733333333333334,0.35827077569618887,66,12.918417392891426
RAJASTHAN - PRATAPGARH,RICE,2.0290909090909093,0.2620478790394818,11,12.914546010010303
UTTAR PRADESH - ALIGARH,WHEAT,3.3668181818181817,0.4346359874175647,22,12.909398843238051
UTTAR PRADESH - MATHURA,WHEAT,3.4104545454545456,0.4391710510965085,22,12.877199952183375
UTTAR PRADESH - AMBEDKAR NAGAR,RICE,2.520909090909091,0.3243441601125789,22,12.866158533135117
ANDHRA PRADESH - GUNTUR,RICE,3.4884090909090912,0.44832994070147375,44,12.851988657804966
PUNJAB - PATHANKOT,WHEAT,3.8557142857142854,0.4949699365569973,7,12.837308469429349
CHHATTISGARH - BALOD,WHEAT,1.045,0.13405755693517832,8,12.828474347863954
JAMMU AND KASHMIR - KUPWARA,WHEAT,1.1800000000000002,0.15121728296285009,4,12.815023979902548
TELANGANA - PEDDAPALLI,RICE,3.841666666666667,0.49191123860577396,6,12.804630939846609
THE DADRA AND NAGAR HAVELI - DADRA AND NAGAR HAVELI,MAIZE,0.9853846153846154,0.12600366295042018,13,12.787256973891195
HARYANA - JIND,RICE,2.4518181818181817,0.3134544299474481,22,12.784570743129143
MAHARASHTRA - RATNAGIRI,RICE,2.7921951219512198,0.35588981577956086,41,12.745879146542622
KERALA - KASARAGOD,RICE,2.1360317460317457,0.2718606123077071,63,12.727367597076277
UTTAR PRADESH - GAUTAM BUDDHA NAGAR,RICE,2.3390909090909093,0.2960519434943016,22,12.65670959361569
NAGALAND - DIMAPUR,MAIZE,1.8465714285714285,0.23353980460755375,35,12.647212070655083
UTTAR PRADESH - ALIGARH,RICE,2.114782608695652,0.26742661806078843,23,12.645584324420506
RAJASTHAN - UDAIPUR,WHEAT,2.5377272727272726,0.32050454001957634,22,12.629589612091491
UTTAR PRADESH - FIROZABAD,BARLEY,3.024090909090909,0.38184588128756486,22,12.626799020481627
MAHARASHTRA - KOLHAPUR,WHEAT,2.169090909090909,0.2738770855852275,22,12.626353484650052
ASSAM - JORHAT,WHEAT,1.2272727272727273,0.1547403914451193,22,12.608476339972686
UTTAR PRADESH - MORADABAD,BARLEY,2.4231818181818183,0.30538634958167743,22,12.602700601757464
JAMMU AND KASHMIR - SHOPIAN,RICE,3.098888888888889,0.38924428205319994,9,12.56076923083112
UTTAR PRADESH - PAURI GARHWAL,WHEAT,1.16,0.14525839046333952,3,12.522275039943063
ARUNACHAL PRADESH - LOWER DIBANG VALLEY,MAIZE,1.4094117647058824,0.17629770943759074,17,12.50860208864375
UTTAR PRADESH - BAREILLY,RICE,2.087619047619048,0.26108413300388056,42,12.50631111560559
UTTARAKHAND - CHAMOLI,BARLEY,1.3473684210526315,0.16825384609317612,19,12.487590139727915
WEST BENGAL - BIRBHUM,RICE,2.938939393939394,0.36672827412080844,66,12.47825235447407
HARYANA - MEWAT,WHEAT,3.9250000000000003,0.4896741459693059,14,12.47577441960015
CHHATTISGARH - MUNGELI,WHEAT,1.4725000000000001,0.18367284580393017,8,12.47353791537726
WEST BENGAL - DARJEELING,BARLEY,1.4957142857142856,0.1865348173806652,7,12.471286739872555
