State District,Crop,Rendimento_Medio,Precipitacao_Anual_Media,Precipitacao_Jun_Sep_Media,Temp_Media_JanFeb,Temp_Media_MarMay,Temp_Media_JunSep,Temp_Media_OctDec
ANDHRA PRADESH - MAHBUBNAGAR,RICE,2.3890625,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - MAHBUBNAGAR,WHEAT,0.8492857142857143,1123.4642857142858,843.6999999999999,19.825,26.659285714285716,27.52,22.442857142857143
ANDHRA PRADESH - MEDAK,MAIZE,3.149375,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - MEDAK,RICE,2.6540624999999998,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - MEDAK,WHEAT,1.0475,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - NALGONDA,MAIZE,3.37125,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - NALGONDA,RICE,2.9121875,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - NIZAMABAD,MAIZE,4.165625,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - NIZAMABAD,RICE,3.01625,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - NIZAMABAD,WHEAT,0.8981250000000001,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - PRAKASAM,MAIZE,4.933863636363636,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - PRAKASAM,RICE,3.3563636363636364,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - PRAKASAM,WHEAT,0.795,1043.55,781.25,19.7,27.02,27.59,22.549999999999997
ANDHRA PRADESH - RANGAREDDI,MAIZE,3.548125,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - RANGAREDDI,RICE,2.488125,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - RANGAREDDI,WHEAT,0.783125,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - SPSR NELLORE,MAIZE,4.810789473684211,1131.0736842105264,854.5921052631579,20.160263157894736,26.933157894736844,27.694736842105264,22.733947368421052
ANDHRA PRADESH - SPSR NELLORE,RICE,3.519545454545455,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - SRIKAKULAM,MAIZE,4.859302325581395,1130.0046511627907,856.2465116279069,20.09953488372093,26.887209302325584,27.67093023255814,22.67813953488372
ANDHRA PRADESH - SRIKAKULAM,RICE,2.3597727272727274,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - SRIKAKULAM,WHEAT,0.6,1116.6,827.9,19.75,26.66,27.38,22.29
ANDHRA PRADESH - VISAKHAPATANAM,MAIZE,4.3725,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - VISAKHAPATANAM,RICE,1.8795454545454546,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - VIZIANAGARAM,MAIZE,4.290681818181818,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - VIZIANAGARAM,RICE,2.4945454545454546,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - VIZIANAGARAM,WHEAT,1.0,1211.0,897.7,21.84,28.41,28.5,24.21
ANDHRA PRADESH - WARANGAL,MAIZE,3.725625,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - WARANGAL,RICE,2.7946875,1122.65625,848.66875,19.811875,26.654374999999998,27.53,22.429375
ANDHRA PRADESH - WARANGAL,WHEAT,0.7877777777777778,1127.6222222222223,842.8111111111111,19.948888888888888,26.825555555555557,27.477777777777778,22.41444444444444
ANDHRA PRADESH - WEST GODAVARI,MAIZE,5.3425,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - WEST GODAVARI,RICE,3.7202272727272727,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ANDHRA PRADESH - WEST GODAVARI,WHEAT,0.7,1211.0,897.7,21.84,28.41,28.5,24.21
ARUNACHAL PRADESH - ANJAW,MAIZE,1.5533333333333335,1134.9933333333333,864.34,20.340666666666667,27.032666666666668,27.736666666666668,22.812
ARUNACHAL PRADESH - ANJAW,RICE,0.8066666666666666,1134.9933333333333,864.34,20.340666666666667,27.032666666666668,27.736666666666668,22.812
ARUNACHAL PRADESH - ANJAW,WHEAT,1.707,1118.04,863.04,20.008,26.752999999999997,27.522000000000002,22.476
ARUNACHAL PRADESH - CHANGLANG,MAIZE,1.460909090909091,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - CHANGLANG,RICE,1.7677272727272728,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - CHANGLANG,WHEAT,1.791818181818182,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - DIBANG VALLEY,MAIZE,1.2672727272727273,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - DIBANG VALLEY,RICE,0.9340909090909091,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - DIBANG VALLEY,WHEAT,1.7419999999999998,1129.8200000000002,839.5,19.484,26.410000000000004,27.474,22.36
ARUNACHAL PRADESH - EAST KAMENG,MAIZE,1.505909090909091,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - EAST KAMENG,RICE,1.0363636363636364,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - EAST KAMENG,WHEAT,2.1322727272727273,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - EAST SIANG,MAIZE,2.025,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - EAST SIANG,RICE,1.6509090909090909,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - EAST SIANG,WHEAT,2.0452380952380955,1133.0619047619048,858.4857142857143,20.107142857142858,26.879047619047622,27.68095238095238,22.679523809523808
ARUNACHAL PRADESH - KAMLE,MAIZE,1.97,1200.3,889.8,21.24,28.16,28.28,23.55
ARUNACHAL PRADESH - KAMLE,RICE,2.19,1200.3,889.8,21.24,28.16,28.28,23.55
ARUNACHAL PRADESH - KRA DAADI,MAIZE,1.3075,1199.825,888.15,21.3625,27.93,28.2375,23.7375
ARUNACHAL PRADESH - KRA DAADI,RICE,2.9225,1199.825,888.15,21.3625,27.93,28.2375,23.7375
ARUNACHAL PRADESH - KURUNG KUMEY,MAIZE,1.3747058823529412,1132.3764705882354,861.9470588235295,20.269411764705882,27.013529411764708,27.72941176470588,22.764117647058825
ARUNACHAL PRADESH - KURUNG KUMEY,RICE,1.6105882352941177,1132.3764705882354,861.9470588235295,20.269411764705882,27.013529411764708,27.72941176470588,22.764117647058825
ARUNACHAL PRADESH - KURUNG KUMEY,WHEAT,1.07,1102.0,820.6999999999999,19.8,26.933333333333334,27.560000000000002,22.349999999999998
ARUNACHAL PRADESH - LOHIT,MAIZE,1.1577272727272727,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - LOHIT,RICE,1.6027272727272726,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - LOHIT,WHEAT,1.7145454545454546,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
ARUNACHAL PRADESH - LONGDING,MAIZE,2.3766666666666665,1156.1666666666667,878.65,20.834999999999997,27.468333333333334,28.048333333333332,23.319999999999997
ARUNACHAL PRADESH - LONGDING,RICE,1.3266666666666667,1156.1666666666667,878.65,20.834999999999997,27.468333333333334,28.048333333333332,23.319999999999997
